order_id,customer_id,product_id,quantity,discount,order_date
24978,47,8942,1,0.29,2025-01-23
24979,3389,19842,5,0.06,2024-04-06
24980,1903,10438,5,0.22,2024-12-25
24981,5665,14724,3,0.24,2023-12-14
24982,7506,27,2,0.1,2024-11-18
24983,1191,9833,2,0.22,2024-08-11
24984,9624,19072,2,0.14,2025-02-01
24985,6687,15657,5,0.12,2023-11-30
24986,722,10444,5,0.14,2024-10-15
24987,155,10824,1,0.04,2025-05-05
24988,3406,6359,2,0.24,2024-12-30
24989,4006,3083,5,0.13,2024-01-30
24990,9493,14862,3,0.01,2025-08-14
24991,7667,18352,4,0.28,2024-02-01
24992,3926,12044,4,0.08,2024-11-10
24993,70,1450,2,0.09,2023-10-09
24994,1464,5072,5,0.2,2023-11-07
24995,9165,15503,1,0.08,2024-03-19
24996,7986,11656,1,0.19,2025-04-20
24997,4659,12865,4,0.02,2025-05-26
24998,6113,16737,2,0.1,2025-05-15
24999,1883,18112,1,0.02,2023-10-20
25000,2335,12607,2,0.25,2023-09-21
25001,6415,5168,2,0.29,2024-01-06
25002,3673,5534,1,0.1,2025-02-23
25003,1727,4932,3,0.07,2025-03-23
25004,4484,11555,2,0.17,2024-02-07
25005,9527,5469,2,0.01,2025-01-26
25006,454,18288,1,0.25,2024-12-13
25007,7659,7901,3,0.07,2024-09-15
25008,7156,17842,3,0.18,2025-07-13
25009,5487,14772,5,0.1,2024-07-12
25010,3648,13167,5,0.06,2024-05-08
25011,2456,6655,1,0.05,2024-11-27
25012,5899,1188,1,0.17,2024-09-11
25013,4708,8654,1,0.23,2025-03-06
25014,2788,8802,4,0.25,2025-02-07
25015,5609,3836,5,0.16,2025-02-26
25016,8115,11370,5,0.18,2025-01-11
25017,1516,7512,1,0.24,2024-02-28
25018,4003,4496,2,0.26,2023-09-17
25019,8597,697,2,0.25,2025-07-14
25020,5752,12713,3,0.04,2024-07-24
25021,3339,19843,4,0.0,2025-03-11
25022,5549,2830,2,0.14,2023-12-30
25023,931,11761,4,0.12,2024-11-01
25024,6522,6839,5,0.29,2024-11-12
25025,3045,19287,3,0.28,2024-01-16
25026,3780,1169,3,0.1,2024-08-24
25027,9063,5458,5,0.23,2024-12-30
25028,521,11217,3,0.11,2025-04-05
25029,5337,9550,2,0.2,2024-12-29
25030,7346,12412,4,0.22,2024-02-13
25031,7952,13043,2,0.18,2025-05-04
25032,8916,12445,1,0.12,2024-10-25
25033,9685,5867,5,0.19,2025-07-10
25034,2006,9928,3,0.16,2024-04-20
25035,799,1971,4,0.05,2024-05-15
25036,3465,16652,2,0.15,2024-07-29
25037,6684,14019,3,0.12,2024-11-13
25038,3864,2120,5,0.08,2024-12-27
25039,9551,13073,2,0.09,2024-03-24
25040,8368,13350,2,0.07,2025-06-20
25041,9654,3743,2,0.21,2024-10-23
25042,8224,19328,1,0.27,2025-01-19
25043,6693,10509,3,0.28,2024-05-27
25044,5991,11463,4,0.1,2024-02-17
25045,4369,1373,2,0.16,2024-09-04
25046,1786,13763,3,0.19,2025-07-25
25047,169,1237,5,0.17,2024-11-16
25048,3872,7789,3,0.04,2024-02-11
25049,6365,11576,3,0.17,2025-04-17
25050,3057,1676,3,0.29,2025-05-16
25051,3918,3561,2,0.06,2025-07-30
25052,7577,9869,3,0.04,2023-12-09
25053,1286,16194,1,0.21,2023-08-23
25054,1432,17211,3,0.1,2023-12-17
25055,3711,12983,1,0.01,2023-09-08
25056,2784,7984,3,0.01,2024-03-22
25057,4621,673,2,0.24,2025-01-20
25058,8295,13729,1,0.07,2023-11-01
25059,7967,10661,4,0.16,2025-08-18
25060,7553,8040,4,0.23,2025-05-25
25061,6125,8755,4,0.14,2024-07-27
25062,1321,6107,1,0.07,2023-09-01
25063,9082,19628,5,0.06,2023-09-29
25064,2711,19998,5,0.08,2025-02-13
25065,9621,6596,2,0.1,2024-07-07
25066,3876,17965,2,0.21,2025-04-08
25067,7752,15806,3,0.01,2024-06-25
25068,8567,7577,5,0.15,2025-06-04
25069,9775,17510,1,0.24,2024-08-27
25070,5072,9760,3,0.15,2025-06-26
25071,9184,2050,5,0.13,2024-03-04
25072,1869,18090,2,0.1,2023-09-20
25073,869,12470,2,0.1,2024-11-07
25074,1746,16057,1,0.2,2023-11-22
25075,9641,19648,5,0.26,2023-10-11
25076,7809,5490,5,0.02,2025-06-23
25077,7233,19812,5,0.24,2024-05-03
25078,2408,9381,3,0.03,2025-02-16
25079,41,11512,3,0.12,2024-05-04
25080,119,19334,1,0.21,2025-07-13
25081,779,19753,2,0.07,2024-12-10
25082,3184,3308,1,0.19,2024-05-22
25083,6656,5546,3,0.19,2024-03-28
25084,1115,5402,2,0.11,2024-08-15
25085,8790,19966,4,0.24,2025-04-02
25086,8468,19659,5,0.07,2024-05-22
25087,3898,4349,1,0.19,2025-08-12
25088,5726,3726,4,0.02,2024-10-27
25089,9360,8751,4,0.19,2025-05-16
25090,6325,9515,4,0.08,2023-09-14
25091,9121,13473,2,0.15,2025-07-31
25092,9777,17933,4,0.2,2024-03-17
25093,9994,5580,5,0.01,2024-04-11
25094,3067,8151,5,0.17,2023-09-04
25095,2527,11650,5,0.06,2025-01-19
25096,2606,2557,5,0.29,2025-04-29
25097,8524,4831,2,0.23,2024-08-01
25098,7696,14002,2,0.11,2023-12-28
25099,2218,3210,1,0.24,2024-07-25
25100,5675,14336,4,0.28,2023-11-29
25101,9809,12787,4,0.1,2023-12-26
25102,4500,15767,2,0.02,2025-06-25
25103,699,958,4,0.05,2024-11-11
25104,7048,4119,1,0.19,2024-04-03
25105,8917,13671,1,0.22,2025-02-04
25106,8477,4704,1,0.2,2025-01-09
25107,9538,9174,3,0.13,2024-11-19
25108,379,7660,5,0.22,2025-03-11
25109,6082,11963,2,0.08,2024-08-14
25110,8078,11682,5,0.07,2024-06-27
25111,5801,5180,4,0.29,2024-05-12
25112,2210,15413,5,0.03,2024-05-01
25113,65,13098,2,0.04,2024-04-23
25114,7990,10637,2,0.23,2025-05-03
25115,8712,17348,2,0.26,2023-08-30
25116,2341,17219,2,0.04,2025-01-04
25117,7240,11630,5,0.24,2025-03-25
25118,3721,17941,3,0.2,2023-11-07
25119,611,7675,4,0.05,2024-03-04
25120,1536,856,4,0.05,2025-06-16
25121,7328,9973,4,0.26,2025-05-14
25122,568,4787,1,0.17,2025-01-03
25123,8829,9410,5,0.02,2025-04-07
25124,3212,9922,4,0.01,2024-01-20
25125,2536,8988,3,0.15,2024-04-01
25126,3355,13582,2,0.06,2024-01-17
25127,2906,17398,3,0.22,2025-07-11
25128,732,1150,2,0.25,2024-05-02
25129,3468,8019,1,0.22,2024-06-22
25130,3109,6202,1,0.13,2023-09-18
25131,831,15584,4,0.04,2024-01-21
25132,921,9995,1,0.2,2024-12-03
25133,945,11100,1,0.3,2023-10-23
25134,4618,4820,4,0.19,2024-09-02
25135,5312,13135,5,0.21,2025-05-11
25136,8248,17438,2,0.09,2025-01-21
25137,7352,11663,2,0.04,2025-01-06
25138,8275,14303,3,0.18,2024-07-29
25139,6308,16941,5,0.07,2024-09-17
25140,4291,8163,2,0.23,2025-02-13
25141,3656,852,4,0.05,2024-08-10
25142,6837,5734,5,0.04,2025-05-31
25143,8211,12569,3,0.23,2023-09-12
25144,2029,19287,3,0.23,2024-11-27
25145,2124,1122,1,0.15,2025-04-23
25146,1390,15209,4,0.06,2024-11-10
25147,2744,127,1,0.3,2025-06-14
25148,3665,18064,5,0.12,2025-06-11
25149,7346,11135,5,0.08,2025-03-28
25150,1873,7320,2,0.04,2024-06-08
25151,3193,1932,5,0.24,2025-04-17
25152,2955,3098,2,0.14,2024-01-28
25153,4599,11529,5,0.08,2025-08-16
25154,8591,4585,3,0.29,2024-12-09
25155,9198,3951,2,0.08,2025-02-08
25156,1314,1805,4,0.27,2024-03-18
25157,6367,17917,2,0.13,2024-07-29
25158,5673,12878,4,0.07,2024-11-30
25159,3226,5294,1,0.28,2025-04-15
25160,5639,3360,2,0.28,2024-12-30
25161,2186,19614,4,0.2,2025-05-17
25162,3226,4118,5,0.24,2024-05-08
25163,4410,1882,5,0.11,2024-10-14
25164,402,11128,5,0.12,2024-04-03
25165,1998,6555,4,0.01,2024-06-04
25166,2352,9950,4,0.25,2023-09-16
25167,1182,1367,2,0.11,2024-12-10
25168,8467,17356,3,0.25,2024-05-22
25169,3189,16999,1,0.16,2023-12-13
25170,4824,10646,4,0.04,2023-11-25
25171,7005,18935,5,0.01,2024-12-27
25172,2214,14502,2,0.26,2025-04-27
25173,2894,5301,5,0.19,2024-03-24
25174,5156,8804,4,0.0,2025-05-24
25175,4358,18898,5,0.08,2024-04-04
25176,1773,11604,1,0.23,2025-01-12
25177,2531,6910,5,0.3,2023-09-30
25178,9046,120,5,0.2,2025-01-13
25179,1069,4125,2,0.05,2025-07-21
25180,2683,2823,3,0.08,2024-11-07
25181,7420,356,1,0.09,2024-10-30
25182,962,4028,1,0.04,2025-04-10
25183,4812,4844,2,0.16,2024-06-25
25184,1844,4978,3,0.05,2025-04-14
25185,7709,1085,4,0.29,2024-07-29
25186,7014,2552,3,0.17,2025-01-22
25187,3425,14165,1,0.15,2023-12-05
25188,1277,13282,1,0.18,2023-12-20
25189,4143,2495,4,0.18,2024-11-19
25190,9116,11655,3,0.29,2025-05-06
25191,8137,3180,3,0.1,2024-06-16
25192,7061,13337,2,0.03,2024-09-24
25193,112,11228,3,0.18,2024-05-01
25194,2041,10449,3,0.25,2024-08-25
25195,6192,6097,3,0.21,2023-08-29
25196,6490,19662,4,0.25,2024-08-23
25197,4944,19150,4,0.23,2025-04-01
25198,4982,17828,1,0.13,2024-10-10
25199,3570,3833,1,0.08,2024-04-23
25200,8927,16627,2,0.26,2024-07-06
25201,4608,11416,5,0.24,2024-09-24
25202,9059,10681,2,0.16,2025-03-22
25203,1357,14429,1,0.17,2024-05-21
25204,2415,12876,2,0.06,2024-04-14
25205,4794,8960,2,0.25,2025-08-15
25206,7173,13524,1,0.28,2024-08-12
25207,6369,3125,3,0.28,2025-07-27
25208,1390,18966,3,0.03,2023-11-22
25209,5891,3314,3,0.05,2024-06-24
25210,5964,764,4,0.01,2024-10-24
25211,8277,19986,4,0.01,2025-04-17
25212,7712,7210,5,0.25,2025-02-27
25213,2597,18818,3,0.29,2024-12-22
25214,3563,9464,2,0.16,2023-08-25
25215,2515,2709,4,0.24,2025-01-20
25216,8086,11886,1,0.1,2024-05-28
25217,6589,6321,2,0.12,2023-11-22
25218,5149,11894,1,0.24,2025-02-03
25219,4567,15326,1,0.23,2024-12-26
25220,225,943,3,0.12,2024-04-17
25221,10000,9735,3,0.04,2023-12-22
25222,6624,762,2,0.14,2025-02-21
25223,2139,4673,5,0.27,2024-05-11
25224,6390,16610,2,0.03,2025-03-25
25225,6882,46,3,0.1,2024-08-24
25226,1694,17820,3,0.01,2024-04-29
25227,9087,18805,2,0.01,2024-08-14
25228,8012,1959,4,0.04,2024-08-05
25229,9883,9124,2,0.24,2024-01-13
25230,5033,5324,1,0.26,2023-10-25
25231,9461,16602,4,0.27,2024-03-13
25232,3593,6404,1,0.16,2025-06-19
25233,9429,450,5,0.21,2025-02-26
25234,4216,12653,2,0.27,2024-09-15
25235,7087,9075,3,0.11,2025-06-08
25236,9440,15124,5,0.27,2024-05-04
25237,2342,18012,2,0.25,2024-09-09
25238,1349,19147,4,0.13,2025-03-03
25239,2110,573,3,0.13,2024-04-03
25240,2905,12351,1,0.26,2025-06-24
25241,321,14639,2,0.04,2024-01-12
25242,1432,6798,5,0.05,2023-08-22
25243,2463,10978,3,0.18,2025-03-17
25244,7076,1577,4,0.09,2025-02-10
25245,292,8341,3,0.25,2024-10-12
25246,9399,9966,5,0.22,2025-08-08
25247,8401,14176,1,0.03,2025-01-28
25248,9539,10099,3,0.14,2023-12-01
25249,427,1631,2,0.26,2024-03-06
25250,9573,17891,5,0.23,2023-09-22
25251,9693,14022,5,0.17,2023-09-08
25252,2261,6090,5,0.17,2025-02-19
25253,1146,13592,2,0.25,2025-04-25
25254,4631,13288,2,0.09,2024-06-15
25255,5621,13302,5,0.27,2025-07-24
25256,5788,12638,4,0.04,2024-11-06
25257,2307,980,3,0.28,2023-09-24
25258,2462,4736,4,0.04,2023-08-26
25259,2268,14233,2,0.15,2024-07-09
25260,7324,12818,2,0.12,2024-05-12
25261,782,2956,1,0.04,2024-08-16
25262,3599,18234,1,0.22,2024-01-13
25263,2720,12251,1,0.08,2024-02-29
25264,2981,5016,5,0.11,2024-10-31
25265,5677,7849,2,0.12,2024-03-10
25266,5352,6300,2,0.23,2025-05-21
25267,6397,15644,2,0.1,2023-09-04
25268,5264,17264,1,0.19,2024-08-21
25269,8560,16328,4,0.24,2025-06-15
25270,8120,15944,2,0.26,2024-10-01
25271,1723,3830,4,0.01,2023-08-25
25272,7980,4373,3,0.1,2025-08-16
25273,2281,17792,3,0.13,2025-01-20
25274,3904,8404,3,0.03,2024-06-14
25275,2461,1815,2,0.03,2024-01-21
25276,2112,4347,1,0.24,2024-06-09
25277,3810,4404,2,0.09,2024-10-13
25278,968,7493,5,0.05,2025-04-21
25279,6318,11092,5,0.03,2024-03-03
25280,624,19035,3,0.23,2024-05-31
25281,9750,8073,1,0.08,2025-05-19
25282,3382,3254,3,0.29,2024-05-27
25283,532,4303,3,0.03,2024-04-06
25284,5137,15839,3,0.1,2024-03-30
25285,2913,12881,2,0.02,2025-04-30
25286,9939,18513,2,0.16,2024-06-16
25287,8112,8484,3,0.24,2025-01-08
25288,4199,10589,2,0.11,2025-02-20
25289,1266,13249,4,0.01,2024-03-26
25290,9665,4562,1,0.28,2024-03-06
25291,4405,11508,4,0.0,2025-05-05
25292,6987,9626,4,0.26,2024-07-08
25293,402,6052,4,0.07,2024-06-30
25294,4132,6088,1,0.26,2024-10-10
25295,3737,6635,2,0.26,2024-03-03
25296,4770,6293,1,0.04,2025-02-05
25297,5548,8642,1,0.12,2024-11-23
25298,9243,14933,2,0.01,2024-06-24
25299,3359,13590,3,0.17,2023-09-09
25300,3799,5145,1,0.29,2024-09-21
25301,1701,15660,4,0.07,2023-09-10
25302,6569,17004,1,0.09,2023-08-31
25303,7409,12174,3,0.14,2024-10-14
25304,4575,17786,2,0.14,2025-05-09
25305,5097,143,3,0.16,2024-03-01
25306,9934,3830,3,0.05,2025-05-11
25307,2429,18930,1,0.25,2024-04-14
25308,2496,11850,5,0.06,2024-04-05
25309,7986,10918,2,0.05,2024-10-12
25310,7730,13133,4,0.17,2024-05-03
25311,964,19409,5,0.16,2024-07-07
25312,4627,2598,2,0.04,2024-10-09
25313,1619,5442,3,0.25,2024-08-25
25314,2478,3524,1,0.12,2025-05-31
25315,3901,3688,4,0.25,2024-07-08
25316,8144,18224,4,0.12,2024-11-14
25317,5947,323,1,0.23,2025-02-25
25318,147,14917,5,0.21,2024-09-21
25319,4103,3606,5,0.15,2024-05-08
25320,1221,8586,5,0.15,2024-10-21
25321,1606,10684,5,0.11,2025-02-08
25322,6453,18287,1,0.25,2023-12-29
25323,1995,14152,3,0.09,2023-10-05
25324,7082,14400,5,0.24,2024-05-31
25325,64,18469,3,0.09,2024-02-19
25326,8992,15587,5,0.02,2025-04-26
25327,491,10101,4,0.16,2023-09-02
25328,6852,12566,5,0.21,2025-04-28
25329,2438,8010,4,0.1,2025-01-13
25330,9859,4831,4,0.19,2024-06-27
25331,1723,3193,5,0.01,2025-08-02
25332,1238,15508,1,0.24,2024-01-06
25333,6853,2891,4,0.04,2024-07-22
25334,1094,3156,4,0.1,2024-11-10
25335,9808,9361,5,0.26,2025-02-07
25336,4291,7369,5,0.16,2024-12-27
25337,6465,13207,2,0.21,2024-10-27
25338,8039,4042,4,0.26,2025-07-28
25339,5898,14147,5,0.19,2023-09-01
25340,6673,4383,5,0.07,2024-05-12
25341,9380,4312,3,0.27,2024-03-09
25342,9529,587,5,0.24,2024-08-14
25343,7248,10341,1,0.04,2023-10-24
25344,2590,17889,3,0.27,2025-08-15
25345,7184,7506,3,0.23,2025-01-06
25346,9822,6664,2,0.26,2023-10-23
25347,9009,11278,3,0.03,2025-03-04
25348,1271,6398,3,0.1,2024-11-21
25349,744,11403,1,0.26,2024-11-25
25350,8472,1090,4,0.2,2024-01-07
25351,6656,3335,1,0.29,2025-02-05
25352,5341,2382,1,0.04,2024-01-18
25353,3089,6370,5,0.05,2024-01-24
25354,4980,3348,5,0.23,2024-08-04
25355,5615,15548,2,0.01,2025-02-02
25356,5784,421,2,0.27,2024-03-08
25357,365,16647,3,0.29,2024-05-08
25358,4327,2699,3,0.28,2024-02-06
25359,2378,895,3,0.01,2023-10-16
25360,8170,10827,5,0.01,2025-03-14
25361,1254,14849,1,0.09,2024-03-12
25362,826,3104,5,0.16,2024-05-19
25363,6090,19163,3,0.2,2024-02-20
25364,2755,3229,3,0.24,2024-06-01
25365,347,4619,3,0.24,2024-03-28
25366,7557,11838,4,0.1,2024-09-17
25367,5197,5071,1,0.07,2024-07-18
25368,6150,18584,4,0.26,2025-05-17
25369,2107,14565,3,0.28,2023-09-29
25370,8555,560,2,0.04,2024-10-28
25371,781,7282,5,0.13,2023-09-11
25372,764,11826,5,0.03,2024-06-15
25373,7109,1269,2,0.1,2023-09-25
25374,636,1596,5,0.28,2024-07-26
25375,552,3985,2,0.17,2023-10-29
25376,7771,8657,1,0.21,2023-10-10
25377,6959,13460,2,0.19,2023-09-06
25378,5110,5810,1,0.12,2025-04-09
25379,1051,15120,4,0.28,2024-03-22
25380,7913,7209,4,0.1,2024-12-11
25381,2950,19323,1,0.04,2024-05-28
25382,3781,14355,2,0.27,2023-10-25
25383,6949,10913,4,0.24,2024-07-02
25384,2288,2635,4,0.2,2023-10-20
25385,4510,15241,4,0.26,2025-05-31
25386,5831,17922,1,0.14,2024-05-24
25387,3448,15885,2,0.26,2025-07-29
25388,4324,7249,3,0.08,2025-07-13
25389,9683,14379,1,0.05,2024-08-03
25390,699,3789,1,0.11,2025-08-15
25391,8641,9211,3,0.02,2025-06-08
25392,7383,15071,4,0.0,2025-03-06
25393,5962,15509,1,0.19,2023-11-07
25394,9126,460,4,0.27,2024-05-06
25395,6580,15345,2,0.08,2025-02-06
25396,9887,699,4,0.04,2024-01-24
25397,8768,15501,3,0.17,2023-12-06
25398,6825,8463,4,0.15,2025-05-15
25399,5599,987,3,0.17,2025-05-11
25400,1126,4889,2,0.23,2024-04-15
25401,8940,16706,1,0.24,2024-09-12
25402,5379,5967,3,0.22,2024-02-04
25403,1433,10776,4,0.04,2025-08-09
25404,4168,6810,5,0.07,2025-08-07
25405,5026,1591,1,0.1,2024-03-25
25406,1354,2629,2,0.13,2024-02-10
25407,6829,9659,2,0.14,2024-04-18
25408,7064,4663,3,0.05,2024-06-09
25409,1892,3320,2,0.18,2025-03-06
25410,2051,15411,2,0.22,2025-03-13
25411,1397,12782,2,0.27,2025-04-25
25412,9867,18891,5,0.11,2024-09-13
25413,7182,1062,5,0.09,2025-07-22
25414,8436,4155,1,0.25,2024-05-25
25415,2900,19299,1,0.24,2024-01-19
25416,1242,227,2,0.25,2025-02-09
25417,9015,12639,2,0.29,2023-12-23
25418,8175,10599,3,0.24,2023-12-04
25419,3045,9119,1,0.16,2024-04-07
25420,1263,3188,3,0.14,2024-08-21
25421,2849,10013,5,0.18,2024-05-15
25422,1540,331,3,0.08,2024-12-09
25423,3333,19564,2,0.14,2024-05-29
25424,8912,16795,1,0.05,2025-01-23
25425,3432,8196,5,0.04,2025-07-13
25426,457,13106,5,0.06,2025-04-07
25427,6404,12183,3,0.26,2023-12-22
25428,1365,13633,1,0.02,2025-02-28
25429,5988,7524,3,0.08,2024-05-11
25430,6824,12182,5,0.28,2024-09-06
25431,6556,3545,2,0.09,2025-05-06
25432,4273,7632,4,0.06,2024-11-01
25433,875,2145,5,0.21,2024-01-28
25434,4466,8695,2,0.09,2025-02-08
25435,4255,13502,1,0.13,2024-10-18
25436,2209,6789,3,0.12,2025-06-20
25437,7761,15797,1,0.1,2024-10-31
25438,8342,18795,2,0.12,2024-03-23
25439,8574,9740,5,0.15,2024-03-23
25440,8429,4965,4,0.22,2024-07-07
25441,3494,17980,1,0.29,2023-08-29
25442,3474,14702,3,0.16,2025-04-04
25443,8346,15675,1,0.06,2023-10-28
25444,8991,5294,2,0.23,2024-06-03
25445,2189,5001,2,0.22,2023-08-21
25446,2702,14092,2,0.1,2024-08-01
25447,5994,5387,4,0.26,2025-01-25
25448,6059,14521,1,0.08,2024-10-25
25449,6657,10926,5,0.14,2024-04-08
25450,3169,15369,4,0.15,2025-04-23
25451,4682,4084,2,0.08,2024-08-14
25452,1838,836,2,0.22,2024-02-10
25453,6491,9029,1,0.22,2024-01-12
25454,9796,2139,1,0.17,2025-02-04
25455,3749,2170,2,0.17,2025-07-09
25456,3621,19563,1,0.26,2024-07-16
25457,4065,13117,2,0.28,2024-09-04
25458,6511,13515,3,0.25,2023-12-21
25459,6145,12672,4,0.1,2023-08-27
25460,6666,19453,2,0.18,2024-11-28
25461,245,537,1,0.18,2025-02-19
25462,3609,12236,5,0.22,2023-08-26
25463,9930,7395,4,0.21,2025-03-16
25464,1432,12792,2,0.22,2023-11-10
25465,4536,1421,4,0.29,2025-06-19
25466,9616,7173,4,0.29,2023-12-20
25467,6879,12262,4,0.16,2024-03-12
25468,3945,14126,3,0.08,2023-09-15
25469,237,17956,3,0.01,2023-10-10
25470,1660,13149,1,0.29,2023-12-05
25471,3138,1175,5,0.13,2024-12-29
25472,1035,18400,2,0.23,2024-03-25
25473,8327,3389,1,0.18,2024-09-17
25474,1057,8077,5,0.24,2025-08-12
25475,7932,13101,4,0.17,2024-04-12
25476,5242,4900,4,0.03,2024-04-28
25477,1342,7488,1,0.14,2025-01-22
25478,6717,9300,2,0.01,2023-12-06
25479,4831,1624,2,0.26,2025-04-16
25480,159,11212,5,0.14,2025-07-16
25481,1666,3632,3,0.15,2024-10-25
25482,1654,11586,5,0.23,2023-11-22
25483,6099,13122,2,0.28,2024-10-31
25484,6140,17654,3,0.16,2025-07-11
25485,6064,1546,4,0.2,2023-12-01
25486,388,18334,4,0.05,2025-02-12
25487,4626,16578,5,0.18,2024-03-06
25488,207,6763,3,0.3,2023-11-15
25489,8809,7119,4,0.24,2023-12-24
25490,6631,4664,3,0.18,2023-08-31
25491,248,3703,1,0.02,2024-11-20
25492,425,18053,3,0.26,2024-07-15
25493,4318,433,3,0.25,2023-09-28
25494,9343,3374,4,0.05,2025-06-20
25495,8995,12776,1,0.13,2024-07-17
25496,9207,1822,4,0.25,2025-01-04
25497,2454,9684,5,0.26,2024-11-02
25498,9941,1308,1,0.25,2024-05-04
25499,3142,10105,4,0.3,2024-04-18
25500,9445,4812,3,0.26,2025-06-04
25501,4931,117,3,0.08,2025-05-27
25502,16,10195,3,0.25,2025-02-25
25503,7631,8696,2,0.08,2023-12-06
25504,3191,5004,5,0.13,2023-09-23
25505,5941,4380,1,0.16,2023-09-04
25506,3023,2930,5,0.26,2023-11-18
25507,3935,4755,2,0.05,2025-03-22
25508,9861,10171,2,0.14,2024-06-30
25509,3205,8321,2,0.25,2023-12-03
25510,2089,10921,3,0.2,2023-10-30
25511,4346,11604,1,0.01,2024-06-30
25512,2804,15280,3,0.1,2025-01-31
25513,3521,14815,4,0.08,2024-12-12
25514,2699,12608,1,0.15,2025-08-14
25515,8886,13143,5,0.19,2024-05-20
25516,212,7762,2,0.24,2023-08-28
25517,9218,12481,3,0.1,2024-07-22
25518,5390,8012,4,0.06,2025-04-19
25519,3899,7869,2,0.21,2023-10-15
25520,7739,7678,3,0.01,2024-12-09
25521,9016,434,3,0.12,2025-04-29
25522,6041,5381,1,0.25,2024-06-07
25523,5762,8411,3,0.22,2024-12-16
25524,1577,10604,1,0.28,2025-02-08
25525,9919,18182,2,0.22,2025-08-07
25526,1781,5387,1,0.01,2023-10-08
25527,7831,8166,5,0.26,2023-10-25
25528,6778,4410,1,0.01,2023-09-20
25529,1432,88,3,0.2,2024-03-05
25530,6979,10094,4,0.3,2025-08-04
25531,1899,10556,5,0.17,2025-03-16
25532,3122,15981,4,0.07,2024-05-28
25533,4815,14664,1,0.27,2025-06-28
25534,8929,2328,2,0.05,2025-04-16
25535,1647,18338,1,0.11,2024-08-13
25536,5022,3161,1,0.2,2024-04-20
25537,458,9777,3,0.25,2025-07-09
25538,6962,1794,3,0.01,2024-08-30
25539,5780,4763,3,0.19,2023-11-12
25540,2200,17388,5,0.11,2024-10-11
25541,5845,15848,5,0.16,2024-07-19
25542,228,4622,2,0.18,2025-04-24
25543,9472,12868,2,0.08,2024-02-18
25544,5146,277,5,0.06,2025-07-11
25545,1713,4374,2,0.07,2025-04-10
25546,298,9694,4,0.11,2025-08-16
25547,2589,5429,1,0.14,2025-06-22
25548,800,9911,2,0.06,2025-01-13
25549,5681,18776,1,0.03,2024-07-27
25550,2916,4672,2,0.18,2025-03-09
25551,475,17892,4,0.04,2025-04-07
25552,5875,8283,5,0.13,2024-02-17
25553,3411,5443,5,0.27,2025-01-15
25554,9217,14885,5,0.03,2025-05-31
25555,9732,17841,1,0.04,2024-08-24
25556,4803,2040,1,0.1,2024-08-08
25557,2596,2899,2,0.21,2025-07-30
25558,710,15327,3,0.19,2024-08-29
25559,3405,14712,5,0.09,2023-10-05
25560,9349,14342,2,0.27,2024-08-26
25561,6697,18979,4,0.19,2025-04-19
25562,1946,18700,2,0.1,2023-12-31
25563,3074,11316,3,0.11,2025-06-16
25564,3138,16419,5,0.24,2024-04-10
25565,9637,19381,5,0.15,2024-08-15
25566,1101,18055,4,0.07,2023-08-30
25567,7283,11161,1,0.21,2023-09-05
25568,739,11149,4,0.07,2025-04-29
25569,8663,11525,1,0.29,2024-01-28
25570,9714,10323,2,0.05,2023-12-29
25571,8462,10079,2,0.13,2023-12-23
25572,5165,11063,2,0.22,2024-12-27
25573,8568,8306,2,0.09,2024-08-21
25574,4871,10612,4,0.29,2023-10-17
25575,2280,10253,1,0.0,2024-03-04
25576,219,17417,4,0.01,2023-11-27
25577,5607,18228,1,0.16,2024-07-06
25578,9210,3606,3,0.25,2025-01-17
25579,5849,19215,2,0.1,2025-08-02
25580,3703,3412,4,0.18,2025-03-12
25581,4895,13658,2,0.18,2024-12-07
25582,275,4212,1,0.16,2025-08-18
25583,2992,16510,3,0.03,2025-01-30
25584,28,6170,1,0.2,2025-06-15
25585,6552,6961,4,0.15,2025-07-06
25586,7722,18358,5,0.03,2023-09-18
25587,1858,10715,1,0.22,2024-09-03
25588,1698,16411,4,0.29,2025-06-27
25589,9268,8836,5,0.14,2023-12-16
25590,7730,42,2,0.06,2023-10-30
25591,8081,19532,1,0.07,2023-09-13
25592,1925,2669,2,0.07,2024-03-12
25593,636,11959,1,0.1,2024-07-22
25594,7230,12089,2,0.15,2023-11-13
25595,8657,2683,4,0.12,2025-01-07
25596,8420,9534,5,0.04,2025-04-24
25597,3300,15256,1,0.19,2025-05-09
25598,4649,14598,5,0.26,2024-05-16
25599,246,11218,1,0.05,2024-06-18
25600,6200,12273,4,0.1,2025-03-27
25601,1961,10139,1,0.05,2023-08-29
25602,9074,10444,5,0.22,2024-10-15
25603,7593,1765,3,0.19,2024-09-16
25604,3002,19480,1,0.17,2024-03-30
25605,6412,6353,4,0.0,2024-05-27
25606,1767,4259,3,0.14,2023-09-09
25607,8654,1730,5,0.07,2024-11-25
25608,8433,8695,5,0.15,2024-09-25
25609,7623,9959,3,0.09,2023-11-07
25610,2038,1351,4,0.14,2025-01-27
25611,704,9450,1,0.07,2025-01-24
25612,1299,19546,4,0.05,2025-08-11
25613,1718,10417,5,0.14,2024-11-08
25614,4647,18575,4,0.06,2024-08-14
25615,7159,4167,1,0.14,2024-07-14
25616,1212,17980,5,0.08,2025-03-14
25617,6746,7929,5,0.27,2024-10-02
